# Constructed from biom file
#OTU ID	lane1TineA1	lane1TineA10	lane1TineA11	lane1TineA12	lane1TineA2	lane1TineA3	lane1TineA4	lane1TineA5	lane1TineA6	lane1TineA7	lane1TineA8	lane1TineA9	lane1TineB1	lane1TineB10	lane1TineB11	lane1TineB12	lane1TineB2	lane1TineB3	lane1TineB4	lane1TineB5	lane1TineB6	lane1TineB7	lane1TineB8	lane1TineB9	lane1TineC1	lane1TineC10	lane1TineC11	lane1TineC12	lane1TineC2	lane1TineC3	lane1TineC4	lane1TineC5	lane1TineC6	lane1TineC7	lane1TineC8	lane1TineC9	lane1TineD1	lane1TineD2	lane1TineD3	lane1TineD4	lane1TineD5	lane1TineD6
P441-PWY	0.0	0.0	1966.7479800689828	133.06585575797482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3712.3965487308387	5757.671959132457	16703.28264404903	0.0	5716.271043477672	0.0	1424.2009278443572	2298.71096111604	5657.835272203371	1746.732588910677	5323.8042499756975	440.469272607832	0.0	0.0	0.0	1019.4385263034164	4.511906664752323	84094.5945830639	33344.944873063185	916.7244751499904	43328.00023450142	46820.31743411053	92028.69091113172	13156.059626957167	0.0	47976.30127259021	0.0	859.0912678211789	1223.4339883836158
P461-PWY	1.852010940247092	0.0	505.5531796940191	135.12410735245058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.95946546396057	1.6696343463044239	14456.039686959773	13364.177967893926	14832.86495533666	0.0	6559.292346596176	0.0	1972.2257374562748	7921.57952873082	6587.393907998505	11138.846517283619	19958.575595912658	13880.066666762943	35.58090805596873	0.0	37.8067353252725	6467.897992301685	4886.1963861335025	79693.8593869593	25091.412271050893	489.63296920601385	29912.962251824436	38709.630401803704	80392.92742900898	8.756729001029989	0.0	48937.84444094353	0.0	4533.869547919614	5384.854732177876
P562-PWY	0.6026506555216069	0.0	379.0256876008287	45.1987676299224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.92000000000002	56.39706148240202	6280.722130537263	6323.611181101362	2729.025749117635	0.0	0.0037482589321632	0.50525929437673	1100.2977200585071	3180.708393393136	3378.144834590494	5363.572642879343	9667.754464946078	5954.956818348949	58.64180647291942	2.3721168690714385	25.552543256511743	2585.2786593575997	2332.607822710035	17.36063963491989	0.0	0.0	17.454545454545453	0.0	4.868509852001458	10179.310344827587	19.080590692173875	3.827757219851756	66.51734328150438	1830.7268202204011	2344.224407608795
P621-PWY	0.0	0.0	58.707520197254325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	414.4742421536468	462.27011224775356	139.77454258094545	0.0	0.0	0.0	3.503651584281567	90.22362443894893	119.96865119651493	515.9518201264899	362.43853352900686	401.4893917833099	0.0	0.0	0.0	142.37552938453598	116.07658843525978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.825763023419511	77.24487436432997	52.58934762297141	340.70825095722694
PANTO-PWY	5.460400440870265	0.0	8862.516825906196	41895.93476499622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0838423895313	17580.16779017098	33603.56830334944	36773.20033041714	21642.473837554633	0.0	4697.373941076469	0.45714285714285713	7101.573288925844	24298.529557745285	18588.080884291398	35364.10164466721	52596.78492300017	36311.37800930466	111.75132222453203	4.812919492499731	3489.3788839278473	18060.326112506864	14991.17690602037	72335.81036446423	82266.51560370756	49622.020268767475	86116.7402240057	60870.728390144046	94250.87170968404	40880.57201067397	145.4218912290096	32724.62746430861	2365.3386525812566	13432.857357817267	15568.205317558848
PANTOSYN-PWY	4.615272727493975	0.0	9290.652597958991	41883.730102150155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.34201081219227	14687.218202082713	30794.173737913716	33868.17138085403	20023.884962492662	0.0	4318.734180607227	0.4235294117647059	6496.599443799998	22044.304170668383	17537.764091283003	32241.95654019998	48524.48606906926	33315.03799918549	105.7858491654518	8.077526278213572	3487.9052482608326	16590.955361851356	13795.14930313633	68371.75297421146	81705.22107644047	49190.491463948674	78715.12190749618	54468.4623102228	91020.76726174039	34652.56687516252	129.12805530733124	32736.06878894764	2182.352427672722	12262.942637691229	14206.749710317325
PENTOSE-P-PWY	1.0907007803086544	0.0	4546.126451391961	187.42846306972623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.73509782554584	1161.6978858938317	25746.24545561034	29313.05461913667	14150.772620797166	0.0	5635.379402662757	0.4267987769477881	5179.645421230196	16969.512903121584	15867.334694150983	24665.705841029325	42746.34394507125	26439.456017890854	89.26738324114696	6.4698150256561995	3485.306999636002	13434.58881804769	10781.185703823758	74711.50340097422	85519.26636856054	48545.08007468807	71089.6020188518	47286.70276790519	100196.19364068942	20928.0886017954	45.12839499391748	40250.97324305176	1490.8479365823378	9564.328992595587	11368.466541394893
PEPTIDOGLYCANSYN-PWY	4.556675333389138	0.0	10594.428619921147	44878.55047127978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.99734127790278	13659.013068170574	29989.48728024318	33100.94416757554	20066.48704669551	0.0	4270.6425235915185	0.4444444444444444	6267.926876992044	21208.95607990626	17782.313885449996	31138.296163857252	47051.39410565958	32203.08780466428	109.18059851522206	67.03345035968378	3673.703435373559	16153.608846005776	13635.774249919355	68960.88057557313	85673.61079862052	51534.491852989566	77569.14911668537	52883.66610222545	93312.51926088797	32512.56406987632	121.7506254473947	34485.38217113833	2511.0994414164015	11819.063035420855	13785.362528475936
PHOSLIPSYN-PWY	4.638432675419743	0.0	9476.631792230282	41981.03462196014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.15141829966686	22774.93602925675	38656.32882303729	43184.951371752766	23401.998629963546	0.0	6405.804022793332	0.6153846153846154	8217.257515617555	27922.801200924787	22690.63771324971	40781.72703896547	61036.629859662615	41538.081188593096	128.17735890585982	70.94045804080388	4732.923875468426	21097.270469310795	17492.027198400618	107401.98212356982	113060.27153692083	67123.51175665774	113592.2309305365	84126.77650319395	136764.74751125198	50416.51187295546	155.36717655567833	51683.00515975693	3482.4356644091213	15610.494035194153	18077.21567593151
POLYAMINSYN3-PWY	0.0	0.0	1522.4015207695418	60.839576855896084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.352998053897817	18393.33153333872	13529.307864669317	17912.956776939143	5745.641595985834	0.0	0.0	0.0	2989.6984393364087	10275.593037377157	9452.837083943778	13823.32966160571	23736.262100121916	14225.700113853096	16.590886760636746	0.0	0.0	7923.512560597276	5435.92119292184	29897.494852959873	53450.4513301341	6038.602556851275	77422.82730587748	46078.12163169974	62925.389074650884	35897.17438175236	1.7695789393272714	62.903101489998754	51.15623877588501	5680.707118403334	6721.3112146728
POLYAMSYN-PWY	3.422385078154835	0.0	1230.6284551651831	72.81551412172638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.70711869579118	193.30179143712095	19571.332834342855	19354.50471472425	7457.614995782745	0.0	4902.698369640374	0.0	3126.577163126531	12773.580946451379	9509.833431240037	18055.94225613591	27745.49731227053	19625.055559522316	30.836666971241755	0.0	0.0	9578.684194222897	7700.4886826601305	89873.23397552069	47467.283514840776	1371.517413707102	60585.05582863662	64014.76751097781	104681.87502145926	33430.53321179658	28.607599464698875	41201.292655928366	48.15084157784366	7171.499747812169	8482.466246284364
POLYISOPRENSYN-PWY	3.849422376066338	0.0	9377.11911725607	41882.3440577338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.53174973979415	12957.480396169733	28838.18854689066	31765.663600501866	16223.533224663897	0.0	4057.1100000000006	0.0009280748711733849	6065.872077563106	20405.538243138235	16469.02560207874	29805.137649737248	46107.83325510287	30926.78015389936	57.30806493914831	62.233405455719456	3478.8604900299188	15403.249644962858	12809.475877591543	72203.99023384358	81261.32948275686	48850.371560503285	73653.23170784059	50236.85056670001	91589.5807685942	30884.071253527825	118.70253059808647	37423.00663975988	2401.5533855514013	11408.088514159457	13282.782360978976
PPGPPMET-PWY	0.0	0.0	5324.48425447942	41894.53803629296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029320394675430232	444.93370253067746	19314.670622101992	23350.659824937436	9789.999278168063	0.0	4507.900003798067	0.0	4022.6676536626996	14251.447397976544	12262.276324736036	18382.906389524833	32598.197281737255	21040.059308064978	0.0	0.0	3471.04130401198	11111.945442031014	7937.647307725836	69283.81220879435	83046.18538815896	48297.97448522542	67998.97172470552	43211.172174095664	94184.78282190795	16448.696346675653	31.070366014129114	36329.7306181774	0.0	7488.4111498934135	9372.703065879175
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	0.0	0.0	3989.8518284583793	83623.67693681225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23871.405652385314	6417.470357529939	8631.469604222206	3145.1560463491146	0.0	0.0	0.5647058823529412	2290.8201361986494	4336.645967677146	3732.52809970387	8454.301321174196	12893.050887292307	9684.603199366127	10.714446427702494	0.0	7.041261353931403	4263.266538399488	2954.6582924658296	24845.06069357478	3804.823478458046	2982.0753890141486	49283.64808928468	44348.805963451465	19728.127889883206	44630.77003413043	41.99616709201111	23.179274783973664	602.845964699187	2626.9839003950474	3155.4083440219674
PRPP-PWY	2.0074563909187586	0.0	3880.97237483322	546.1478325446526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.8368210471801	13306.209721360623	26448.860447641782	27854.004853537528	18780.843803771233	0.0	4572.20396010855	0.0	4762.239660106593	16997.131508936767	15590.371261767352	25646.942666352148	40671.95354988699	27646.13494199493	83.68044261528351	0.0	156.12003833347427	13774.361591849176	11110.194551685883	74537.25692102785	60910.7391144011	12493.2462155238	80364.21458002178	57736.52186681615	96738.46824552739	35826.45950331921	45.11406390680734	36085.196112779864	0.1886492454195682	9627.269366802524	11343.785024683764
PWY-1269	0.0	0.0	7360.507233578126	41920.32608307788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.62285714285716	12911.003493929053	29833.811617234183	31837.501809184778	10790.861273307477	0.0	5700.525320598683	0.0	5579.468112457252	21130.495850696007	15352.047290688219	31004.010587944038	45546.800061071706	31313.75195309702	23.477958832553536	0.0	3464.6300000000006	15865.574826708675	12871.764554722498	73651.90474506379	84394.50228560429	48912.32878603528	77336.44781185663	54689.56874028629	97465.21185018531	30894.83359949957	118.69567603614767	37282.04011539352	1461.3179618408337	11860.060638226154	13817.830002667695
PWY-1361	0.0	0.0	86.65178812591871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14740.05955201638	14158.847271647295	4666.475059558756	0.0	0.0	0.0	2235.3398200810084	9312.16427870924	6056.746254956825	13659.09544024482	20206.520705174207	15053.315419308125	0.0	0.0	0.0	7069.399903886663	5375.143114994901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.147610022914982	0.0	0.0	5244.714722029274	5938.079280791946
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005206833292333608	5.974623152307278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.901773334845484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	0.0	0.0	2.975549122733265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	495.61728756311317	522.543419133804	325.39188602794684	0.0	0.0	0.0	5.047473738484778	237.28062650471742	185.81028173238815	678.2731376339802	545.8124387149995	536.7157865322708	0.0	0.0	0.0	203.92101055038356	193.25341215720925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2315960088241948	0.0	147.95237142257122	263.9358174069943
PWY-1541	0.0	0.0	202.84781643593328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022867748094142493	848.5380271069569	0.003520721966108471	0.0	0.0	0.0	15.378887535056274	0.010430583346073464	0.007130436946175298	1022.4679129618708	1733.0507535353395	0.011772339419156046	0.0	0.0	0.0	0.006749142113769917	0.005133212110678671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.305856985459917e-05	0.29192932673053246	0.0	0.0048942136716005535	0.0030392852300632485
PWY-1622	0.0	0.0	24.613997938623825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600.6367985468344	1651.2549376487768	447.5913302404746	0.0	0.0	0.0	132.194007549331	409.5100320350637	995.2547358951782	1030.8081686348505	2091.57932295214	1748.7572741246017	0.0	0.0	0.0	441.43711309128867	924.5993958110511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	564.2903497156251	550.043364328434	369.7578766829153
PWY-181	0.0	0.0	4433.960274541946	121.21327856603952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7512.417375139612	9744.791548059522	3511.983448339567	0.0	0.0	0.0	1045.2591701289416	4466.69545879607	4715.12756162504	9867.77069566866	12277.957826879217	9143.282990863312	29.254934592162552	0.0	0.0	4009.925894396232	4303.071563917383	0.0	0.0	0.0	0.0	0.0	0.021137796830505776	0.0	34.821652293292495	71.49022254888212	535.9154835691317	2907.5099716552404	3656.83890765093
PWY-1861	2.136660415508115	0.0	437.8715221714656	170.6247569751911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4922913564995466	1531.9407203646363	1923.0458678358423	16961.580740708487	0.0	6899.968886680507	0.0	1774.1191117316844	1034.832379590235	4174.012926299427	1187.032350164084	9163.862711604306	1475.0557093219759	60.2627250690254	22.682227439186125	74.78238629859399	1512.0725066303603	1681.130625628283	0.0	0.0	0.0	0.0	0.0	67.63581662334299	15775.77667590288	0.0	17.11252742699745	0.0	683.2465380375113	885.8937593292553
PWY-1882	0.0	0.0	0.7299406455618968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.54254951053527	408.3085522116559	0.7433353165371879	0.0	0.0	0.0	105.80113081279433	6.733762403221482	185.02542741331754	0.0	780.4224740293585	204.55370079379745	0.0	0.0	0.0	0.01659458208923764	0.07942415362444726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022223743218494716	104.6387190790994
PWY-2201	0.0	0.0	2.629340413801267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3280570729532934	1.8712172785779397	2.6650948433815564	0.0	0.0	0.0	2.414427267037269	0.39079930270807484	1.403701851858728	3.871494186415533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10661200477328447
PWY-2221	0.0	0.0	0.0020471994751092974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169.53292798477193	0.008161863776038994	0.0	0.0	0.0	0.0	0.0	0.0	35.32180751312782	0.0	0.0	0.0	0.0	0.0	0.0	17.929352913260352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	4.9873890773205325	0.0	14.419092319715933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.631690368017194	590.1542790792006	397.4813888422363	14410.956087135915	0.0	0.0	0.0	470.25591588576214	83.83083103467486	2165.318913918558	395.41452336883026	3669.7315041948414	536.9533491260245	51.794104768373856	6.779383942196991	74.88022152210083	1011.2244121313588	564.8822644577853	0.0	0.0	0.0	0.0	0.0	102.0249287428936	2.919849113598467	0.0	0.0	0.0	47.879229235055064	61.82544416097435
PWY-2942	4.962809240095534	0.0	8150.500706258661	47148.87479841828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.55470500722261	16782.423794923892	36186.155639392746	39651.43307270375	22699.308498255657	0.0	5033.5179749387535	0.5052631578947369	7566.657772089289	25299.62253062392	21318.902479713055	37848.239054620986	57362.98328860465	38797.67532730964	121.13502057799538	12.212919378462065	3811.6223083402215	19387.572316812173	16373.410128655465	81238.96085475017	90699.4166103434	54355.974381099746	93310.42261759417	66082.77230771635	105419.8730316637	42377.96633307023	140.58456390891507	36812.16339943651	2885.380473136987	14289.52007385279	16492.96291533659
PWY-3001	5.301549417034073	0.0	6495.531516036276	54656.91311215984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.91271614147958	15993.060327631694	37176.177128349285	40496.15365964118	23347.019734502544	0.0	5072.032787668398	0.46878062502203893	7607.363241324474	25890.02182976031	21273.058299372708	38329.3033692939	57841.81548159022	39855.802827770516	109.55606661362005	21.556114561029794	4193.591797550558	19837.246031466522	16499.11390649356	84049.05208771504	99099.75471372732	59056.96755470622	93885.76723076738	65245.98957004177	111613.71635996774	39757.75428264491	153.4661638587646	40850.38721376059	2990.64671266775	14617.727944843487	16991.674294528628
PWY-3081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.776264017536967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3661	0.0	0.0	676.6046864190024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.62225195652279	1014.8741007046848	235.92603334094457	0.0	0.0	0.0	4.634139495846975	105.68266539436009	105.34372830874233	1305.1317975909935	915.115413405745	193.31716390222076	0.0	0.0	0.0	2.3798801100734273	46.231646143344506	0.0	0.0	0.0	0.0	0.0	6.892398874757856	0.0	0.0	1.7318032694563101	0.0	36.95456186660793	147.5099500455759
PWY-3781	0.0	0.0	10506.274500940213	803.5294370771086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.74365769031878	41932.18763178947	79863.11425720541	88805.98816296276	38835.46349997555	0.0	0.0	2.153949279410122	17556.30608806361	58037.42593553496	43815.63138640233	87899.0136290884	127526.10906665616	87008.2919917338	415.6073934544408	9.757504714582662	9697.833597864621	43196.05134893452	38719.509038749435	136860.79433607077	218079.2102550038	137357.37652283328	216843.81103276554	146275.43979485624	206732.56199314882	96264.28010178011	352.786754963047	661.1463012246339	7612.638658826273	32777.70082992054	37891.50623791189
PWY-3801	0.0	0.0	0.2776874298634829	0.00012472492967367593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.94799253592226	21.579952003161775	640.8926495720262	0.0	0.0	0.0	0.0	1.5e-15	1854.1803471243027	612.2952664098675	1876.3243812859075	4491.359182831003	163.0369321004311	0.0	0.0	0.0	373.6291779160628	909.928683423138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05991119254839594	0.0	0.0	0.0
PWY-3941	0.0	0.0	0.32946789575227625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4109671708506804	171.16431250464584	0.0	0.0	0.0	0.0	2.643147679714982	15.940439866907218	4.644565577855881	0.48510385451449684	31.691551089967273	78.31429358877614	0.0	0.0	0.0	15.221058663822172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.466062010477047	0.0	0.0	0.013363940371421953
PWY-4361	3.231690891692495	0.0	43.23013013589793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3800215095316455	34.866210092400706	120.69468077437777	27.220583076823512	0.0	0.0	0.0	0.43617930180839976	11.006830205134417	15.92104931717051	0.0	46.98206143937011	80.50648056019165	20.364681724845997	0.0	37.79344144426126	30.873681204523972	36.675315371300975	0.0	0.0	0.0	0.0	0.0	0.0	1.4599654918348668	0.0	0.0	0.0	23.947181252366715	30.932755291999282
PWY-4722	0.0	0.0	204.95919247538615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	265.3187987429875	31.088072310013494	0.0	0.0	0.0	3.217230165442273	0.0	59.87756608581459	0.0	515.1447244296182	0.4612447733423417	0.0	0.0	0.0	0.35238037354500945	0.0	0.0	0.0	0.0	0.0	0.0	0.1798738032134901	0.0	0.0	7.445945008678303	0.05704633344270743	0.0	0.0
PWY-4984	3.4590137816138307	0.0	2488.871705889841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.22119850976226	23271.745572108386	24889.086457841608	16403.44189851406	0.0	0.0	0.0	4509.264179866457	15102.745984641619	12409.744718093405	22643.908066574466	35821.12574626854	24393.191853675024	57.05717104886168	10.481809810389146	93.47620555043702	11926.787777087273	9384.65369849029	117.38083184431824	33316.17052265827	7637.736690283172	46130.05997382447	5641.763841263578	45301.009852975316	1.8249479727629896	50.66971625080431	98.45310567407684	303.36720597994366	8515.797662333305	9825.919667075346
PWY-5005	3.5367855842140825	0.0	570.5720445496921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.585329619002584	6.873197034054606	510.6924101363309	340.9743865885073	890.3668379010961	0.0	0.0	0.0	50.77743721881455	549.16863331348	1424.8555344975787	360.56856200395515	2104.3838041455647	955.1593565889041	0.0	0.0	45.251629352177765	579.51260286792	1197.180313719494	35.824184774006795	0.0	0.0	0.0	0.0	0.953294994645573	0.0	0.0	0.5743791788550655	0.0	0.014187040579616176	161.76803769301927
PWY-5022	4.75497702147331	0.0	4078.9791249777036	119.77436156890137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.13188894088015	12856.330554026405	10591.134143760155	13608.85841494008	20413.126810322385	0.0	0.0	0.0	2654.6495824645854	7293.144644000383	8000.242243917272	10680.260574112757	19814.544962270964	11407.901433508687	91.54894653922908	0.0	47.770170795014536	6644.331957564571	4892.263010339288	36038.91266026699	41773.782522075744	3939.708311822305	58624.75388551608	38362.90621956872	56431.37252941474	30196.884869660895	27.231839437671667	327.8205553320953	115.6378167763338	4138.275861713214	5058.626031539324
PWY-5028	0.0	0.0	384.77516582559247	61.75456103366828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14258.08583300308	26097.45623101848	26468.603628438043	11490.377999023834	0.0	0.0	0.0	5202.275589634575	19887.47412452927	11314.591013498639	29785.63335558091	37565.49396000174	28267.273153888964	53.677637995968745	0.0	40.79068109274764	13604.745698672014	12815.658867240725	14907.915821326054	4808.749500246818	3754.2877856169	41708.82550424984	27829.166998891265	19627.949155241058	34206.01056756601	124.9662849274253	39.523688394648524	128.76031251459025	11220.48828185877	12859.659619594042
PWY-5088	0.0	0.0	130.4204051579379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.36904905687265	808.654635626806	256.7416179417665	0.0	0.0	0.0	10.305924240377532	1.2171166878521853	1264.507310845106	83.5755587546408	1371.063976810769	1454.56645003779	0.0	0.0	0.0	6.759313495199981	1069.4773772760132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.148931216066252	764.0948592755227
PWY-5097	4.839192384260076	0.0	6867.847835456352	46317.99944920145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.75646571637498	16107.008734458826	34851.11464956074	38108.491174421804	17443.04177330659	0.0	4866.2134445598085	0.48695652173913045	7239.545184748296	24476.644272879428	20268.017973083617	36481.83345631185	54963.119455561355	37401.45762663516	108.20356080333798	7.459311859509278	3761.035068921079	18576.292682759176	15715.163044134684	78546.12842595302	89219.16371264064	53494.746749625025	89884.69588875471	63234.74212392813	102627.25142495471	40239.995998008206	139.38480605877302	36152.64126551144	2796.188245537403	13800.678654386407	15941.740646187542
PWY-5100	3.942456658586221	0.0	8496.124219422483	202.38981381700768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.09940759170607	6.198331742710144	14096.91866919595	13344.653548976541	16953.608884490168	0.0	4607.345512837921	0.4	1898.4774481108016	7782.514490295575	10734.797696763591	11162.646589222324	19761.020726649775	13595.366733816147	32.424407747470404	69.28960808321415	22.07411890437703	6633.6996680997945	5743.463094445517	58032.400510702086	15098.732039580686	432.98604322113204	24879.10110614114	32048.55444131234	55772.438768079905	4074.8411593996157	0.0009987692541376326	32751.611961351366	128.77685027606668	4496.758396767807	5421.603225540612
PWY-5101	4.858347919875353	0.0	7137.680877103378	66194.62518940662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.51015090232482	17920.86034377673	47791.1844585538	52062.5738649806	29265.98287099889	0.0	5533.957511865821	0.6593356067282271	9836.56595691764	33180.03590268744	26871.87176729878	51408.071119521665	74257.86489119568	51378.46675445009	146.57056546245656	15.90453809809946	4570.963507938116	25215.564011573722	21850.918962387354	89349.37969745418	107718.93497892226	64063.83216798486	99418.11177073809	68483.53691879963	119910.6362150793	42094.91560116864	256.1015629336507	44570.45827731469	5100.07006924919	19026.102990064235	21893.59156262522
PWY-5103	4.280871745871209	0.0	5741.129555761187	57131.242797268234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.95625305827345	16101.118181674577	39622.19049725335	42867.18539230466	24768.267306397112	0.0	5490.222673613043	0.5661270570940858	8025.929321825573	27631.346490737782	22259.066922904294	41448.51985906393	61209.044113753946	42638.3541480073	107.52477203678407	12.962978655915068	4039.251531172464	20936.716815633696	17744.526475259852	78994.58464425112	95164.16133102149	56676.32851225563	88319.45546951781	60943.0026975962	105901.46550167228	37694.35019072253	177.46880442811172	39212.800829213935	3582.441185585192	15696.53513605557	18207.603092316618
PWY-5104	0.0	0.0	6985.851673535557	253.08939483496374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.09016570960323	15598.222178249884	29237.760898962028	33494.28754627382	13330.007366963755	0.0	5553.098402471888	0.6593040241491233	6507.101455609205	23225.02574009242	15674.923297890167	34061.37302704515	47235.77645774567	32401.35040616319	35.55283713522653	11.1712244451379	4029.011432334148	16195.277108342476	14334.084051465627	78619.61735093017	95111.15156192651	56636.38659599422	87592.44451858425	60268.00700192735	105609.25040437008	31570.177475617307	155.06379683741378	39239.57032126978	276.1018011453732	12747.597029251967	14842.394544972638
PWY-5121	4.175238140313219	0.0	8872.3433908249	333.62633381370114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.62795896075244	10218.719496051648	21215.005565834534	22470.402271651783	12680.146760455922	0.0	4057.1100024562156	0.4000633613179148	4194.6430881746655	12967.474105201802	12246.524567700157	19847.48965630502	33820.528430581806	22412.721154923995	98.06649751421567	4.870958088245033	102.00342879770587	10848.23642501336	8846.457452595107	68119.98095756539	60832.04352845893	3380.71934411968	61603.558612382236	50327.97392730305	89988.15896347037	25751.507610052136	83.36577403769748	34273.820338089296	520.0134919601685	7647.031705437896	9020.727835106436
PWY-5154	4.119341709230566	0.0	3726.936949038826	426.82311654229727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.68983905519549	15703.046271828154	25461.633398016715	28754.922118561262	11946.76948281728	0.0	4748.159938739749	0.4266666666666667	4897.322513136893	17300.77191364505	15378.503550731844	27166.452199085434	41900.44678969506	26547.86973116195	24.08462989660444	0.0	3665.015552537934	14026.429685634314	10793.91072507458	72175.48734847487	81296.52136392015	51401.80667079953	81724.35312246514	57723.88459441524	90668.7677353445	38909.336244084385	110.82744759816603	34370.28695975217	1961.1617230897898	9965.260652885298	11792.958348100958
PWY-5177	0.0	0.0	1695.8273109048387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1281.8795095337073	173.34789577128305	0.0016094166208752375	0.0	0.0	0.0	37.441439464989294	311.3656824724612	1868.1370846626107	879.6461202469781	529.5123487133702	1.2333877389657235	0.0	0.0	0.0	425.36574537586745	430.0446788401448	0.0	0.0	0.0	0.0	0.0	0.39111647222065316	0.0	0.0	74.71085908849383	0.0	15.354075363962645	6.4376665905199e-05
