# Constructed from biom file
#OTU ID	lane1TineA1	lane1TineA10	lane1TineA11	lane1TineA12	lane1TineA2	lane1TineA3	lane1TineA4	lane1TineA5	lane1TineA6	lane1TineA7	lane1TineA8	lane1TineA9	lane1TineB1	lane1TineB10	lane1TineB11	lane1TineB12	lane1TineB2	lane1TineB3	lane1TineB4	lane1TineB5	lane1TineB6	lane1TineB7	lane1TineB8	lane1TineB9	lane1TineC1	lane1TineC10	lane1TineC11	lane1TineC12	lane1TineC2	lane1TineC3	lane1TineC4	lane1TineC5	lane1TineC6	lane1TineC7	lane1TineC8	lane1TineC9	lane1TineD1	lane1TineD2	lane1TineD3	lane1TineD4	lane1TineD5	lane1TineD6
ARGSYNBSUB-PWY	3.7032351758651263	0.0	4693.8779763448	49283.03654060244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.30551726226979	17561.59925146752	30168.10029944215	31339.016607812355	19116.97320684795	0.0	4760.8538230431495	0.47058823529411764	5797.464876126938	19505.054101312493	17035.175788678083	30016.69758702655	46556.83134897099	31891.38207682424	122.04769112872624	18.869447035443955	77.97889947737974	15559.2118393052	12522.947612707963	74612.10625866693	33505.70689273991	7312.8943236855475	76456.97088516614	61078.73555758738	84877.94819252902	42245.78952613015	141.46813060682788	34408.10208704023	2625.965968382847	11105.233222925215	12679.392449016856
ARO-PWY	4.2472536267461125	0.0	8619.22508014162	48891.477213349426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.00654104362864	17495.512199553767	34699.77558027304	38360.47597868802	21288.90016374775	0.0	4878.061974657107	0.5894556522537127	7159.521596340383	24548.13708125829	20555.575456577615	36469.216284498805	54932.70642204784	37197.2069719077	114.90409386987122	62.844143879805436	4088.446478689203	18839.32982270038	15610.500615107687	83356.09349876303	98213.67198605416	57864.41582541253	95762.36116383357	66947.22344519553	111704.00874527886	42972.727924446546	137.34105250575163	39235.23705287955	2614.817452013099	13691.291983388921	15912.233502914702
ASPASN-PWY	4.341288204246785	0.0	5959.597474205006	47853.878179592204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.07611791564777	753.833151038817	19181.019188487153	20080.519335480778	6663.881841198587	0.0	5838.719356728689	0.00046464351168395426	3438.25582460945	10827.9270340524	10439.216671167169	19257.959482964372	28762.973956102087	19407.792018923225	29.972895255139385	3.9430370646330193	36.443444469459045	9878.245224927581	8257.243917858908	65234.32475288524	18751.755513476026	459.5187292587121	27313.265672002715	35051.428762047304	64342.854722107666	31916.26992086889	100.01075392352843	37345.24556445969	239.7323031688546	6989.199644657286	7623.767952600354
AST-PWY	0.0	0.0	87.25837529779713	46547.26770265812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.59754058124761	14232.358341203975	10810.524430723537	10452.108687841874	3359.035016344896	0.0	4057.110024630504	0.0	1664.5936792819525	5643.093749088522	5135.358711588204	9031.582098496845	15621.254667419755	10891.395363065678	0.0	0.0	0.0	5340.106981889427	3605.1906711145084	67740.60919174855	16524.098695071272	1991.7597288644347	47367.209631121965	51230.37662491363	63397.8821691752	33742.56880504929	23.930846866271413	32599.439210906196	0.0	3468.8289295973	3902.5127287991822
BIOTIN-BIOSYNTHESIS-PWY	0.0	0.0	6512.49012537418	51766.91568507755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.15221469546672	19605.41215376295	39383.86689628811	42447.48002470029	17031.024175230858	0.0	4795.99008811209	0.0	7603.036330317499	27945.168464972252	21100.313304912903	40200.72672160645	60175.62896337275	41945.34742346786	38.41078816820113	0.0	4737.495610114451	21127.564401205385	17373.201913407105	90037.52220902634	112816.35092712531	66963.22379268527	108110.3319569775	74719.8850242658	124534.8600277491	48108.277563756936	145.0477653107233	38134.966625601286	445.7910833960286	15645.464457023423	18321.322116848554
BRANCHED-CHAIN-AA-SYN-PWY	4.2808717458712096	0.0	6202.886468570761	57139.800835001945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.3450419014048	17127.493920234207	42917.0027664791	46329.89698667327	26028.401794659487	0.0	4869.720446369406	0.6092539743693647	8704.427645824075	29880.447893401168	23798.96866527123	45304.419873879204	66094.33870813105	46105.32289758121	120.6985634353029	15.091236940628319	4054.7810637688112	22556.322788380952	19347.52375083328	80650.54094320803	95963.88945099077	57338.48236593782	91331.72169809694	63425.70299374528	107429.5842219555	40234.79796518419	206.3706241059344	39217.14000415796	3775.8984402482342	17028.46570333067	19678.568153242137
CALVIN-PWY	4.963363746706365	0.0	12126.70722979023	41961.31840726337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.7015051639508	13001.648213566474	35647.78434792908	38316.41233701026	22243.852952272056	0.0	5755.901567631544	0.40007739938080494	7089.893870114777	24311.727151428502	20714.146824165397	35800.828106774425	55606.10453684876	37902.30116317755	113.76380565793261	70.88806696667348	3491.761052820953	18726.198583854395	15404.89731633079	87337.26469668045	89551.8169263553	49013.74546700179	83410.20829972519	61994.63391804319	112284.2506800461	41533.95336496099	124.61789862777536	45369.48866790722	2671.993037840119	13700.406299584309	15971.550541690634
CATECHOL-ORTHO-CLEAVAGE-PWY	0.0	0.0	2145.627771028127	47798.551101203826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15180.350389025156	4414.459440659377	5406.869551746222	2160.838049671669	0.0	0.0	0.40005808044141083	1172.4937734619339	2905.308296550734	3264.714555767617	6943.829749696509	7762.839715333974	6535.552521898013	20.38420328918773	0.0	5.5872895954002395	3758.70703115351	2821.509055168557	15873.275776283594	2368.254647709887	1855.0762740477185	31396.55252296139	28161.229991776276	12593.698824432306	26890.324205528792	33.673482145378244	18.862130908279518	365.33651217770495	2071.696425512652	2067.9933443340155
CENTBENZCOA-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0645759006605	5.155648702169726	0.0	0.0	0.0	0.0	0.0	0.0	25.70396778034369	0.0	48.15577622399061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.846429603779221	0.0
CENTFERM-PWY	0.0	0.0	416.8726711763167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	244.7056637339182	898.9575956150975	5888.6515871074	0.0	0.0	0.0	216.802854309606	89.7251245721543	1282.9087760111038	2.1659528884334973	1385.147539404567	238.97067803890045	5.876752551943824	0.0	0.0	294.07572733840067	258.0128220378585	0.0	0.0	0.0	41.973540208573496	0.0	41.09438932616838	1.703117398264429	0.0	2.502148959005911	0.0	40.477164897081835	50.697399272210376
CHLOROPHYLL-SYN	0.0	0.0	51.39653519446214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.64103247705697	316.8635185678956	9.357145457261154	0.0	0.0	0.0	68.77060987633207	24.342916005874955	5.002263658888355	214.08890444078503	672.2380943723037	231.54879931242547	0.0	0.0	0.0	1.8811233762822324	0.004186287265663229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8985093611579358	160.01013845930683	2.206067326541746	0.3810893715828878
